ID,Style,agreeableness,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,regret,sadness,shame,shyness,surprise,trust,neutral,Image URL,Image Path
57727f37edc2cb3880ed6a4b,Modern Art,0.0,0.0,0.2,0.0,0.2,0.2,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.0,https://uploads5.wikiart.org/images/hedda-sterne/tondo-22-1953.jpg,images\tondo-22-1953.jpg
57727071edc2cb3880be3253,Renaissance Art,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.5,0.0,https://uploads3.wikiart.org/images/albrecht-durer/self-portrait-at-the-age-of-twenty-eight-1500.jpg,images\self-portrait-at-the-age-of-twenty-eight-1500.jpg
57727fabedc2cb3880eeb83a,Modern Art,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.3,0.0,0.0,https://uploads5.wikiart.org/images/shozo-shimamoto/holes-1953.jpg,images\holes-1953.jpg
577287b2edc2cb3880080201,Modern Art,0.0,0.0,0.091,0.0,0.091,0.182,0.182,0.0,0.091,0.0,0.0,0.0,0.182,0.0,0.273,0.0,0.0,0.273,0.091,0.0,https://uploads2.wikiart.org/images/fritz-winter/kleiner-garten-1961.jpg,images\kleiner-garten-1961.jpg
57728123edc2cb3880f39e6d,Modern Art,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.3,0.0,0.0,https://uploads2.wikiart.org/images/paula-modersohn-becker/landscape-with-birch-trunks.jpg,images\landscape-with-birch-trunks.jpg
577284a7edc2cb3880fe81d7,Modern Art,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.545,0.273,0.0,https://uploads8.wikiart.org/images/serge-charchoune/how-many-sailors-how-many-captains-1949.jpg,images\how-many-sailors-how-many-captains-1949.jpg
57727e81edc2cb3880eb0b16,Post Renaissance Art,0.091,0.364,0.0,0.091,0.0,0.091,0.273,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.273,0.091,0.0,0.0,0.0,0.0,https://uploads3.wikiart.org/images/agostino-carracci/venus-punishing-profane-love-1595.jpg,images\venus-punishing-profane-love-1595.jpg
57727e24edc2cb3880e9d087,Post Renaissance Art,0.182,0.0,0.182,0.0,0.091,0.0,0.273,0.091,0.364,0.091,0.0,0.091,0.091,0.091,0.091,0.0,0.0,0.0,0.455,0.0,https://uploads2.wikiart.org/images/fyodor-alekseyev/illumination-at-soboronaya-square-on-the-occasion-of-the-coronation-of-alexander-i-1802.jpg,images\illumination-at-soboronaya-square-on-the-occasion-of-the-coronation-of-alexander-i-1802.jpg
5772766cedc2cb3880d15c0f,Post Renaissance Art,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,https://uploads8.wikiart.org/images/william-hogarth/the-battle-of-the-pictures-1745.jpg,images\the-battle-of-the-pictures-1745.jpg
57727d5fedc2cb3880e75698,Post Renaissance Art,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,https://uploads7.wikiart.org/images/allan-ramsay/queen-charlotte.jpg,images\queen-charlotte.jpg
577287caedc2cb388008273f,Modern Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.182,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,https://uploads2.wikiart.org/images/paul-wonner/landscape-with-trees-santa-monica-1964.jpg,images\landscape-with-trees-santa-monica-1964.jpg
57727d5eedc2cb3880e75478,Post Renaissance Art,0.1,0.1,0.1,0.5,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,https://uploads2.wikiart.org/images/allan-ramsay/george-iii.jpg,images\george-iii.jpg
57727a68edc2cb3880de6ec3,Post Renaissance Art,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,https://uploads7.wikiart.org/images/joseph-wright/d-ewes-coke-his-wife-hannah-and-daniel-parker-coke.jpg,images\d-ewes-coke-his-wife-hannah-and-daniel-parker-coke.jpg
5772846eedc2cb3880fdd9f5,Modern Art,0.1,0.0,0.4,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.6,0.1,0.0,https://uploads0.wikiart.org/images/louis-schanker/football-3-1950.jpg,images\football-3-1950.jpg
5772798eedc2cb3880dbc5c2,Renaissance Art,0.182,0.182,0.273,0.0,0.0,0.0,0.182,0.091,0.182,0.364,0.364,0.182,0.0,0.0,0.182,0.091,0.0,0.0,0.273,0.0,https://uploads8.wikiart.org/images/lorenzo-lotto/triumph-of-chastity-1530.jpg,images\triumph-of-chastity-1530.jpg
577284a7edc2cb3880fe8247,Modern Art,0.0,0.0,0.364,0.0,0.0,0.0,0.091,0.0,0.182,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.727,0.0,0.0,https://uploads4.wikiart.org/images/serge-charchoune/symphonie-fantastique-1949.jpg,images\symphonie-fantastique-1949.jpg
5772857bedc2cb3880011b30,Modern Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,https://uploads0.wikiart.org/images/augustus-john/david-and-dorelia-in-normandy-1908.jpg,images\david-and-dorelia-in-normandy-1908.jpg
57728532edc2cb38800054f5,Modern Art,0.0,0.273,0.273,0.091,0.0,0.273,0.364,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.091,0.0,0.0,https://uploads6.wikiart.org/images/manuel-rivera/espejo-del-duende-1963.jpg,images\espejo-del-duende-1963.jpg
577281caedc2cb3880f59ae8,Post Renaissance Art,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.4,0.0,https://uploads2.wikiart.org/images/gheorghe-tattarescu/woman-with-tambourine.jpg,images\woman-with-tambourine.jpg
577275a5edc2cb3880cece06,Renaissance Art,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.6,0.2,0.1,0.1,0.2,0.0,https://uploads3.wikiart.org/images/hans-holbein-the-younger/the-body-of-the-dead-christ-in-the-tomb-1521.jpg,images\the-body-of-the-dead-christ-in-the-tomb-1521.jpg
5772869bedc2cb388004cd52,Modern Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.6,0.0,0.1,0.0,0.2,0.0,https://uploads8.wikiart.org/images/vilhelm-hammershoi/frederikke-hammersh-i-the-artist-s-mother-1886.jpg,images\frederikke-hammersh-i-the-artist-s-mother-1886.jpg
577278c0edc2cb3880d8cd0a,Post Renaissance Art,0.091,0.0,0.273,0.091,0.0,0.0,0.182,0.091,0.455,0.273,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.273,0.364,0.0,https://uploads7.wikiart.org/images/bernardo-bellotto/the-arch-of-constantine-1742.jpg,images\the-arch-of-constantine-1742.jpg
57726f3bedc2cb3880b9ebb5,Post Renaissance Art,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.545,0.273,0.273,0.182,0.0,0.0,0.0,0.091,0.0,0.091,0.182,0.0,https://uploads3.wikiart.org/images/jean-auguste-dominique-ingres/the-turkish-bath-1863.jpg,images\the-turkish-bath-1863.jpg
5772891fedc2cb38800c9e91,Post Renaissance Art,0.0,0.0,0.154,0.077,0.077,0.0,0.0,0.154,0.077,0.077,0.0,0.308,0.0,0.0,0.154,0.0,0.0,0.077,0.385,0.0,https://uploads4.wikiart.org/images/paul-revere/landing-of-troops-1770.jpg,images\landing-of-troops-1770.jpg
57727f1fedc2cb3880ecf3fb,Modern Art,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,https://uploads4.wikiart.org/images/johannes-itten/farbenkugel-in-7-lichtstufen-und-12-t-nen-1921.jpg,images\farbenkugel-in-7-lichtstufen-und-12-t-nen-1921.jpg
5772867bedc2cb38800447ba,Post Renaissance Art,0.0,0.1,0.1,0.1,0.1,0.1,0.7,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.2,0.0,https://uploads2.wikiart.org/images/henry-fuseli/the-death-of-oedipus-1784(1).jpg,images\the-death-of-oedipus-1784(1).jpg
57726f07edc2cb3880b93e66,Renaissance Art,0.0,0.3,0.1,0.0,0.2,0.1,0.3,0.2,0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.1,0.0,0.0,0.3,0.0,https://uploads5.wikiart.org/images/piero-della-francesca/battle-between-heraclius-and-chosroes(1).jpg,images\battle-between-heraclius-and-chosroes(1).jpg
57728295edc2cb3880f81d19,Post Renaissance Art,0.0,0.071,0.143,0.071,0.286,0.143,0.286,0.0,0.286,0.143,0.0,0.071,0.071,0.0,0.143,0.0,0.0,0.071,0.143,0.0,https://uploads8.wikiart.org/images/jean-baptiste-oudry/louis-xv-hunting-deer-in-the-saint-germain-forest-1730.jpg,images\louis-xv-hunting-deer-in-the-saint-germain-forest-1730.jpg
577280e0edc2cb3880f28f58,Modern Art,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://uploads0.wikiart.org/images/patrick-caulfield/pottery-1969.jpg,images\pottery-1969.jpg
57727669edc2cb3880d1573f,Post Renaissance Art,0.083,0.0,0.167,0.083,0.167,0.083,0.083,0.0,0.25,0.167,0.083,0.0,0.25,0.167,0.25,0.083,0.0,0.167,0.167,0.0,https://uploads4.wikiart.org/images/william-hogarth/a-harlot-s-progress-plate-6.jpg,images\a-harlot-s-progress-plate-6.jpg
57728295edc2cb3880f81d29,Post Renaissance Art,0.0,0.308,0.077,0.077,0.077,0.308,0.538,0.077,0.0,0.077,0.0,0.0,0.077,0.231,0.308,0.0,0.077,0.077,0.077,0.0,https://uploads2.wikiart.org/images/jean-baptiste-oudry/still-life-with-dead-game-and-peaches-in-a-landscape-1727.jpg,images\still-life-with-dead-game-and-peaches-in-a-landscape-1727.jpg
57728a65edc2cb388010f4e4,Post Renaissance Art,0.0,0.0,0.077,0.0,0.0,0.0,0.154,0.0,0.231,0.0,0.154,0.0,0.0,0.077,0.462,0.077,0.0,0.077,0.077,0.0,https://uploads8.wikiart.org/images/james-ward/portraits-of-blackthorn-a-broodmare-with-old-jack-a-favourite-pony-the-property-of-e-mundy-esq-1812.jpg,images\portraits-of-blackthorn-a-broodmare-with-old-jack-a-favourite-pony-the-property-of-e-mundy-esq-1812.jpg
57727bddedc2cb3880e2d1a5,Post Renaissance Art,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,https://uploads0.wikiart.org/images/maurice-quentin-de-la-tour/portrait-of-king-louis-xv-1748.jpg,images\portrait-of-king-louis-xv-1748.jpg
577283aeedc2cb3880fb5b86,Contemporary Art,0.0,0.0,0.091,0.0,0.182,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,0.091,https://uploads1.wikiart.org/images/martin-barre/62-5-1962.jpg,images\62-5-1962.jpg
577289a8edc2cb38800e790e,Post Renaissance Art,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.7,0.3,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,https://uploads4.wikiart.org/images/charles-willson-peale/thomas-and-henry-sergeant-1787.jpg,images\thomas-and-henry-sergeant-1787.jpg
57727c95edc2cb3880e4d1d4,Renaissance Art,0.038,0.0,0.058,0.038,0.0,0.0,0.038,0.192,0.538,0.308,0.731,0.154,0.019,0.038,0.096,0.019,0.038,0.019,0.327,0.0,https://uploads7.wikiart.org/images/gerard-david/a-rest-during-the-flight-to-egypt.jpg,images\a-rest-during-the-flight-to-egypt.jpg
577284a1edc2cb3880fe7895,Modern Art,0.077,0.0,0.308,0.0,0.077,0.231,0.0,0.0,0.077,0.154,0.077,0.077,0.077,0.0,0.0,0.0,0.0,0.538,0.0,0.0,https://uploads6.wikiart.org/images/ray-parker/untitled-71-1974.jpg,images\untitled-71-1974.jpg
57727601edc2cb3880d00ef4,Modern Art,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.4,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,https://uploads3.wikiart.org/images/egon-schiele/two-girls-lying-entwined-1915.jpg,images\two-girls-lying-entwined-1915.jpg
57727cbaedc2cb3880e561e7,Renaissance Art,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.083,0.667,0.167,0.25,0.167,0.0,0.0,0.0,0.0,0.0,0.083,0.333,0.0,https://uploads8.wikiart.org/images/jan-van-hemessen/the-prodigal-son-1536.jpg,images\the-prodigal-son-1536.jpg
57727d86edc2cb3880e7e420,Post Renaissance Art,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,https://uploads3.wikiart.org/images/judith-leyster/a-youth-with-a-jug.jpg,images\a-youth-with-a-jug.jpg
57726f73edc2cb3880ba9e63,Renaissance Art,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.1,0.2,0.1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,https://uploads4.wikiart.org/images/hieronymus-bosch/ascent-of-the-blessed-1504.jpg,images\ascent-of-the-blessed-1504.jpg
577283cdedc2cb3880fbdd42,Modern Art,0.0,0.0,0.6,0.0,0.0,0.2,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,https://uploads7.wikiart.org/images/hassel-smith/untitled-1959-1.jpg,images\untitled-1959-1.jpg
577286ddedc2cb38800581b2,Modern Art,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.4,0.4,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,https://uploads8.wikiart.org/images/pierre-roy/le-chou-fleur-1931.jpg,images\le-chou-fleur-1931.jpg
577287deedc2cb3880089cf2,Modern Art,0.0,0.0,0.2,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.0,0.4,0.0,0.0,https://uploads7.wikiart.org/images/betty-goodwin/swimmer-3-1983.jpg,images\swimmer-3-1983.jpg
577278d3edc2cb3880d93f56,Renaissance Art,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,https://uploads6.wikiart.org/images/hans-baldung/portrait-of-a-lady-1530.jpg,images\portrait-of-a-lady-1530.jpg
57727259edc2cb3880c4cb0a,Modern Art,0.026,0.0,0.052,0.026,0.0,0.0,0.013,0.078,0.857,0.143,0.39,0.312,0.0,0.013,0.0,0.0,0.026,0.039,0.182,0.0,https://uploads2.wikiart.org/images/claude-monet/women-in-the-garden.jpg,images\women-in-the-garden.jpg
57727904edc2cb3880d9e27e,Post Renaissance Art,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.1,0.0,0.1,0.1,0.4,0.3,0.1,0.1,0.0,0.0,https://uploads6.wikiart.org/images/grigoriy-myasoyedov/zemstvo-is-having-their-lunch-1872.jpg,images\zemstvo-is-having-their-lunch-1872.jpg
577278cdedc2cb3880d93804,Renaissance Art,0.1,0.0,0.2,0.3,0.2,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,https://uploads4.wikiart.org/images/vittore-carpaccio/portrait-of-a-knight-1510.jpg,images\portrait-of-a-knight-1510.jpg
57728a0dedc2cb38800fc320,Modern Art,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.9,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,https://uploads2.wikiart.org/images/julian-ashton/sentry-box-reach-hawkesbury-river-new-south-wales-1886.jpg,images\sentry-box-reach-hawkesbury-river-new-south-wales-1886.jpg
577288d3edc2cb38800bcc16,Modern Art,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,https://uploads5.wikiart.org/images/giorgio-cavallon/country-scene-1938.jpg,images\country-scene-1938.jpg
57728192edc2cb3880f4f237,Modern Art,0.024,0.11,0.146,0.024,0.049,0.134,0.439,0.0,0.012,0.024,0.012,0.037,0.232,0.049,0.22,0.012,0.049,0.171,0.037,0.0,https://uploads3.wikiart.org/images/jean-fautrier/le-lilas-blanc-1927.jpg,images\le-lilas-blanc-1927.jpg
577282b9edc2cb3880f8a787,Post Renaissance Art,0.077,0.077,0.077,0.231,0.231,0.154,0.154,0.231,0.077,0.154,0.154,0.231,0.154,0.154,0.077,0.077,0.154,0.077,0.615,0.0,https://uploads4.wikiart.org/images/john-trumbull/the-surrender-of-general-burgoyne-1821.jpg,images\the-surrender-of-general-burgoyne-1821.jpg
57728363edc2cb3880fa9f24,Modern Art,0.0,0.0,0.273,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.091,0.273,0.0,0.182,https://uploads6.wikiart.org/images/cesar-paternosto/modez-1971.jpg,images\modez-1971.jpg
577286ddedc2cb3880058192,Modern Art,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,https://uploads2.wikiart.org/images/pierre-roy/la-naissance-de-v-nus.jpg,images\la-naissance-de-v-nus.jpg
577288e3edc2cb38800be6c2,Modern Art,0.0,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.1,0.5,0.0,0.0,https://uploads3.wikiart.org/images/balcomb-greene/way-down-blue-1945.jpg,images\way-down-blue-1945.jpg
57727f7aedc2cb3880ee1191,Modern Art,0.0,0.077,0.231,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.154,https://uploads3.wikiart.org/images/perle-fine/untitled-1940.jpg,images\untitled-1940.jpg
57727681edc2cb3880d1d3d4,Modern Art,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,https://uploads7.wikiart.org/images/paul-jenkins/phenomena-waiting-gables.jpg,images\phenomena-waiting-gables.jpg
57728287edc2cb3880f80685,Modern Art,0.0,0.0,0.455,0.0,0.0,0.0,0.182,0.0,0.182,0.0,0.091,0.182,0.0,0.0,0.091,0.0,0.0,0.182,0.0,0.0,https://uploads4.wikiart.org/images/sam-francis/hommage-a-vincent-van-gogh-1989.jpg,images\hommage-a-vincent-van-gogh-1989.jpg
577285c7edc2cb3880023a69,Modern Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.417,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.417,0.0,https://uploads6.wikiart.org/images/nicolae-maniu/contemplation.jpg,images\contemplation.jpg
57728287edc2cb3880f806b5,Modern Art,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.091,0.0,0.0,0.182,0.0,0.091,0.364,0.091,0.091,https://uploads6.wikiart.org/images/sam-francis/untitled-1990-6.jpg,images\untitled-1990-6.jpg
57727c4bedc2cb3880e413b5,Modern Art,0.0,0.0,0.154,0.0,0.154,0.154,0.0,0.0,0.0,0.154,0.0,0.077,0.077,0.0,0.077,0.0,0.0,0.462,0.0,0.154,https://uploads3.wikiart.org/images/constantin-brancusi/head.jpg,images\head.jpg
57728047edc2cb3880f0a302,Modern Art,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,https://uploads1.wikiart.org/images/norman-bluhm/dido-1973.jpg,images\dido-1973.jpg
57727c8fedc2cb3880e4c8b0,Renaissance Art,0.034,0.09,0.09,0.056,0.011,0.067,0.281,0.112,0.056,0.067,0.124,0.045,0.079,0.146,0.618,0.09,0.022,0.067,0.169,0.0,https://uploads4.wikiart.org/images/carlo-crivelli/lamentation-over-the-dead-christ-1485.jpg,images\lamentation-over-the-dead-christ-1485.jpg
57727ffeedc2cb3880efda99,Modern Art,0.0,0.0,0.364,0.0,0.0,0.0,0.182,0.091,0.182,0.182,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.091,0.0,https://uploads8.wikiart.org/images/tivadar-kosztka-csontvary/valley-of-great-tarpatak-in-the-high-tatras-1905.jpg,images\valley-of-great-tarpatak-in-the-high-tatras-1905.jpg
5772752fedc2cb3880cd9ffa,Modern Art,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.364,0.091,0.182,0.182,0.0,0.0,0.0,0.0,0.091,0.273,0.455,0.0,https://uploads4.wikiart.org/images/andy-warhol/after-marilyn.jpg,images\after-marilyn.jpg
57727048edc2cb3880bd965a,Post Renaissance Art,0.0,0.0,0.267,0.0,0.067,0.0,0.2,0.0,0.067,0.2,0.0,0.0,0.067,0.067,0.2,0.0,0.0,0.067,0.0,0.0,https://uploads4.wikiart.org/images/camille-corot/ville-d-avray-1870-1.jpg,images\ville-d-avray-1870-1.jpg
57728a63edc2cb388010f269,Post Renaissance Art,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.1,0.0,https://uploads8.wikiart.org/images/james-ward/gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814.jpg,images\gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814.jpg
5772849fedc2cb3880fe73ad,Contemporary Art,0.06,0.036,0.181,0.024,0.096,0.108,0.06,0.024,0.036,0.072,0.012,0.06,0.06,0.036,0.096,0.024,0.036,0.373,0.036,0.084,https://uploads5.wikiart.org/images/paul-brach/the-negative-way-10-1964.jpg,images\the-negative-way-10-1964.jpg
57728393edc2cb3880fb3148,Modern Art,0.083,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.417,0.167,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.25,0.167,0.0,https://uploads3.wikiart.org/images/albert-marquet/the-port-of-marseliles-1904.jpg,images\the-port-of-marseliles-1904.jpg
57728230edc2cb3880f6d3ef,Contemporary Art,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,https://uploads2.wikiart.org/images/richard-artschwager/mirror-mirror-table-table-1964.jpg,images\mirror-mirror-table-table-1964.jpg
57726edcedc2cb3880b89e6c,Post Renaissance Art,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.667,0.083,0.0,0.083,0.0,0.083,0.083,0.0,0.0,0.083,0.0,0.0,https://uploads1.wikiart.org/images/john-constable/weymouth-bay-with-jordan-hill-1816.jpg,images\weymouth-bay-with-jordan-hill-1816.jpg
577289a9edc2cb38800e795e,Post Renaissance Art,0.0,0.0,0.0,0.182,0.091,0.091,0.0,0.091,0.091,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.0,https://uploads3.wikiart.org/images/charles-willson-peale/washington-after-the-battle-of-princeton-new-jersey-1782.jpg,images\washington-after-the-battle-of-princeton-new-jersey-1782.jpg
577287dcedc2cb3880089a7e,Modern Art,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,https://uploads4.wikiart.org/images/rainer-fetting/mann-in-dusche-1980.jpg,images\mann-in-dusche-1980.jpg
57728568edc2cb388000fe2e,Renaissance Art,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,https://uploads2.wikiart.org/images/donatello/david-1432(1).jpg,images\david-1432(1).jpg
57727fb2edc2cb3880eec163,Modern Art,0.0,0.0,0.182,0.091,0.091,0.182,0.182,0.091,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.636,0.0,0.0,https://uploads2.wikiart.org/images/andre-masson/pasiphae-1.jpg,images\pasiphae-1.jpg
57726e74edc2cb3880b73bcb,Post Renaissance Art,0.1,0.3,0.1,0.1,0.2,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,https://uploads4.wikiart.org/images/john-singleton-copley/the-major-peirson-s-death-1784.jpg,images\the-major-peirson-s-death-1784.jpg
57728560edc2cb388000f134,Post Renaissance Art,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.6,0.0,https://uploads6.wikiart.org/images/arno-breker/prometheus-1937.jpg,images\prometheus-1937.jpg
57726ea7edc2cb3880b7e98b,Post Renaissance Art,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.1,0.1,0.5,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,https://uploads8.wikiart.org/images/jean-francois-millet/the-sower-1850(1).jpg,images\the-sower-1850(1).jpg
5772864aedc2cb388003a8b9,Modern Art,0.0,0.0,0.222,0.0,0.0,0.111,0.556,0.0,0.0,0.222,0.0,0.0,0.222,0.0,0.444,0.0,0.0,0.111,0.0,0.0,https://uploads1.wikiart.org/images/kay-sage/margin-of-silence-1942.jpg,images\margin-of-silence-1942.jpg
57728568edc2cb388000fe5e,Renaissance Art,0.0,0.0,0.0,0.0,0.083,0.25,0.333,0.0,0.083,0.083,0.0,0.0,0.0,0.083,0.333,0.083,0.083,0.0,0.083,0.0,https://uploads7.wikiart.org/images/donatello/magdalene-penitent.jpg,images\magdalene-penitent.jpg
577283c5edc2cb3880fbd079,Modern Art,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.0,0.364,0.0,0.0,0.091,0.0,0.0,0.273,0.0,0.0,https://uploads6.wikiart.org/images/stanley-boxer/untitled-1956.jpg,images\untitled-1956.jpg
577284e0edc2cb3880ff2bea,Modern Art,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,https://uploads6.wikiart.org/images/bertalan-por/landscape-1908.jpg,images\landscape-1908.jpg
